original_phrase,paraphrase,approach_name,semantic_similarity,bleu,bert_score,sacre_bleu,temperature
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","The app should be used to generate summaries. It should have a button for the user to input the paper that they would like to summarise, anAPI call to Claude to generate the summary, and an input field for users to ask questions about the final paper. ",transformers,0.9442437887191772,0.6613202013468594,0.9894948601722717,0.6576152443885803,0.1
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","The app should be able to generate summaries. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate a summary, and an input field to ask questions about the final summarised paper. ",transformers,0.9489931464195251,0.7257507839254301,0.9915168881416321,0.7217739224433899,0.1
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","The app should be used to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, anAPI call to Claude to generate the summary, and an input field to ask questions about the final summarised paper. ",transformers,0.9520763158798218,0.7609613983483374,0.9904379844665527,0.756881058216095,0.2
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","An app can be used to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary, and an input field to ask questions about the final summarised paper. ",transformers,0.9653854370117188,0.8361595674179988,0.9951305389404297,0.8271999359130859,0.2
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","An app can be written to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, anAPI call to Claude to generate the summary and an input field for users to ask questions about the final summarised paper. ",transformers,0.9660797119140625,0.8166464131239224,0.9921210408210754,0.8077038526535034,0.2
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","The app should be able to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, anAPI call to Claude to generate the summary, and an input field for users to ask questions about the final paper. ",transformers,0.9469468593597412,0.7339932202536956,0.9896018505096436,0.7300574779510498,0.2
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","You can make an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate a summary, and an input field to ask questions about the final summarised paper. ",transformers,0.9741272926330566,0.8271999383493476,0.9936468005180359,0.8271999359130859,0.2
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","The app should be used to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, anAPI call to Claude to generate the summary, and an input field to ask questions about the final summarised paper. ",transformers,0.9520763158798218,0.7609613983483374,0.9904379844665527,0.756881058216095,0.3
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","The app should be used to generate summaries of the papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary, and an input field to ask questions about the final summarised paper. ",transformers,0.9671208262443542,0.7845823056704053,0.9949125647544861,0.7845823168754578,0.3
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","An app can be written to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, anAPI call to Claude to generate the summary and an input field for users to ask questions about the final summarised paper. ",transformers,0.9660797119140625,0.8166464131239224,0.9921210408210754,0.8077038526535034,0.3
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","It's possible to create an app to generate summaries. It should have a button for the user to input the paper that they would like to summarise, anAPI call to Claude to generate a summary, and an input field to ask questions about the final summarised paper. ",transformers,0.9504032135009766,0.6849996397583166,0.9888893961906433,0.6850172877311707,0.3
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","You can make an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, anAPI call to Claude to generate the summary, and an input field for users to ask questions about the final paper. ",transformers,0.9564526677131653,0.7652632443814127,0.9905150532722473,0.7652632594108582,0.3
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","The app should be used to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, anAPI call to Claude to generate the summary, and an input field to ask questions about the final summarised paper. ",transformers,0.9520763158798218,0.7609613983483374,0.9904379844665527,0.756881058216095,0.4
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","An app can be used to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary, and an input field to ask questions about the final summarised paper. ",transformers,0.9653854370117188,0.8361595674179988,0.9951305389404297,0.8271999359130859,0.4
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","The app should be used to generate summaries of the papers. It should have a button for the user to input the paper that they would like to summarise, anAPI call to Claude to generate the summary and an input field for users to ask questions about the final summarised paper. ",transformers,0.9674692153930664,0.7653806406140553,0.9902814030647278,0.7653806209564209,0.4
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","An app can be written to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, anAPI call to Claude to generate the summary, and an input field for users to ask questions about the final paper. ",transformers,0.9551519155502319,0.7385382870748533,0.9901853799819946,0.7300574779510498,0.4
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","It's possible to create an app to generate summaries. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary, and an input field for users to ask questions about the final paper. ",transformers,0.959484338760376,0.7506801217824965,0.992823600769043,0.7652632594108582,0.4
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","The app should be used to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary, and an input field to ask questions about the final summarised paper. ",transformers,0.9632865190505981,0.8314750157897607,0.995383083820343,0.8271999359130859,0.5
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","An app can be used to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for users to ask questions about the final summarised paper. ",transformers,0.9735018014907837,0.8697244314040241,0.9954742193222046,0.8607027530670166,0.5
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","The app should be used to generate summaries of the papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate a summary, and an input field to ask questions about the final summarised paper. ",transformers,0.9652348756790161,0.7539857064444233,0.9937298893928528,0.750109076499939,0.5
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","An app can be written to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate a summary and an input field for users to ask questions about the final summarised paper. ",transformers,0.9730144739151001,0.8202254198244213,0.9948789477348328,0.8114365339279175,0.5
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","It's possible to create an app to generate summaries. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary, and an input field for users to ask questions about the final paper. ",transformers,0.959484338760376,0.7506801217824965,0.992823600769043,0.7652632594108582,0.5
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","The app should be used to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, anAPI call to Claude to generate the summary, and an input field to ask questions about the final summarised paper. ",transformers,0.9520763158798218,0.7609613983483374,0.9904379844665527,0.756881058216095,0.6
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","The app should be used to generate summaries of the papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary, and an input field to ask questions about the final summarised paper. ",transformers,0.9671208262443542,0.7845823056704053,0.9949125647544861,0.7845823168754578,0.6
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","An app can be written to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, anAPI call to Claude to generate the summary and an input field for users to ask questions about the final summarised paper. ",transformers,0.9660797119140625,0.8166464131239224,0.9921210408210754,0.8077038526535034,0.6
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","It's possible to create an app to generate summaries. It should have a button for the user to input the paper that they would like to summarise, anAPI call to Claude to generate the summary, and an input field for users to ask questions about the final paper. ",transformers,0.9492706060409546,0.6930784964708883,0.9890627264976501,0.6933469176292419,0.6
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","You can make an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate a summary, and an input field to ask questions about the final summarised paper. ",transformers,0.9741272926330566,0.8271999383493476,0.9936468005180359,0.8271999359130859,0.6
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","The app should be used to generate summaries of papers. There should be a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary, and an input field to ask questions about the final summarised paper. ",transformers,0.9511881470680237,0.7450711265343426,0.9940628409385681,0.7410759925842285,0.7
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","The app should be used to generate summaries of the papers. There should be a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for users to ask questions about the final summarised paper. ",transformers,0.965172290802002,0.7415962382183741,0.9920083284378052,0.7415962219238281,0.7
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","An app can be written to generate summaries of papers. There should be a button for the user to input the paper that they would like to summarise, an API call to Claude to generate a summary and an input field for users to ask questions about the final summarised paper. ",transformers,0.9598525166511536,0.7353985363179069,0.992301344871521,0.7269537448883057,0.7
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","It's possible to create an app to generate summaries. There should be a button for the user to input the paper that they would like to summarise, an API call to Claude to generate a summary, and an input field to ask questions about the final summarised paper. ",transformers,0.9526413679122925,0.6900438593713651,0.9907091856002808,0.6864436864852905,0.7
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","You can make an app to generate summaries of papers. There should be a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary, and an input field for users to ask questions about the final paper. ",transformers,0.9641158580780029,0.7353985363179069,0.9927106499671936,0.735398530960083,0.7
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","The app should be used to generate summaries of the papers. It should have a button for the user to input the paper that they would like to summarise, anAPI call to Claude to generate the summary, and an input field to ask questions about the final summarised paper. ",transformers,0.9578235745429993,0.728000937633909,0.9902811646461487,0.7280009388923645,0.8
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","An app can be written to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, anAPI call to Claude to generate the summary and an input field for users to ask questions about the final summarised paper. ",transformers,0.9660797119140625,0.8166464131239224,0.9921210408210754,0.8077038526535034,0.8
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","It's possible to create an app to generate summaries. It should have a button for the user to input the paper that they would like to summarise, anAPI call to Claude to generate a summary, and an input field to ask questions about the final summarised paper. ",transformers,0.9504032135009766,0.6849996397583166,0.9888893961906433,0.6850172877311707,0.8
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","You can create an app to make summaries of papers. It should have a button for the user to input the paper that they would like to summarise, anAPI call to Claude to generate the summary, and an input field for users to ask questions about the final paper. ",transformers,0.957938551902771,0.7128018793392015,0.9902144074440002,0.7128018736839294,0.8
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","To generate summaries of papers, write an app. It should have a button for the user to input the paper that they would like to summarise, anAPI call to Claude to generate the summary, and an input field for them to ask questions about the final paper. ",transformers,0.9549710154533386,0.7188343014021746,0.9896557927131653,0.6855629086494446,0.8
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","An app can be used to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary, and an input field for users to ask questions about the final summarised paper. ",transformers,0.9682509303092957,0.8236667179494951,0.9949661493301392,0.8150264620780945,0.9
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","An app can be written to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary, and an input field to ask questions about the final summarised paper. ",transformers,0.9665724039077759,0.8361595674179988,0.9952621459960938,0.8271999359130859,0.9
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","The app should be able to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate a summary, and an input field for users to ask questions about the final summarised paper. ",transformers,0.9613280296325684,0.7856382997976483,0.9931172728538513,0.7815989255905151,0.9
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","There is an app that can generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary, and an input field for them to ask questions about the final summarised paper. ",transformers,0.9666900634765625,0.8048873394071422,0.9943739771842957,0.8048872947692871,0.9
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","To generate summaries of papers, write an app. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for users to ask questions about the final summarised paper. ",transformers,0.984604001045227,0.8696518511571079,0.9965453743934631,0.8361595869064331,0.9
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","The app should be used to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, as well as an call to Claude to generate a summary and an input field for users to ask questions about the final paper. ",transformers,0.9433111548423767,0.6913241742005336,0.9838288426399231,0.6876171827316284,1.0
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","An app can be used to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, as well as an call to Claude to generate the summary and an input field to ask questions about the final summarised paper. ",transformers,0.9508377313613892,0.7860649156649795,0.985109806060791,0.7773520946502686,1.0
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","An app can be written to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, as well as an call to Claude to generate the summary and an input field for users to ask questions about the final paper. ",transformers,0.9491864442825317,0.746077386152441,0.9849543571472168,0.7377032041549683,1.0
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","You can make an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, as well as an call to Claude to generate a summary and an input field to ask questions about the final summarised paper. ",transformers,0.9556732177734375,0.7613627557067782,0.9855573773384094,0.7613627314567566,1.0
"Write an app to generate summaries of papers. It should have a button for the user to input the paper that they would like to summarise, an API call to Claude to generate the summary and an input field for the user to ask questions about the final summarised paper.","It is possible to create an app to generate summaries. It should have a button for the user to input the paper that they would like to summarise, as well as an call to Claude to generate the summary and an input field for them to ask questions about the final paper. ",transformers,0.9412086009979248,0.7027534310849824,0.9845183491706848,0.7027534246444702,1.0
"Write a workout tracking app that can import from several fitness apps including Strava, Polar Flow, MyFitnessPal to put together a dashboard of workouts and nutrition information. The user should be able to customise the views by sport as well as by overall mileage or other stats that transfer across sports such as heart rate or total time. Heart rate data should be aggregated to display the total amount of time at different intensity zones. The user should be able to see a graph of their overall progress by pace or by mileage using a dropdown to switch between them.","A dashboard of workouts and nutrition information can be put together with the help of a workout tracking app that can import from several fitness apps, such as MyFitnessPal. The user should be able to modify the views by sport, as well as overall mileage or other metrics that transfer across sports such as heart rate or total time. The total amount of time at different intensities should be displayed in aggregated heart rate data. The user should be able to see a graph of their progress by pace or mileage, with the option to switch between them. ",transformers,0.9576969742774963,0.5891685830244404,0.9879397749900818,0.564490020275116,0.1
"Write a workout tracking app that can import from several fitness apps including Strava, Polar Flow, MyFitnessPal to put together a dashboard of workouts and nutrition information. The user should be able to customise the views by sport as well as by overall mileage or other stats that transfer across sports such as heart rate or total time. Heart rate data should be aggregated to display the total amount of time at different intensity zones. The user should be able to see a graph of their overall progress by pace or by mileage using a dropdown to switch between them.","A dashboard of workouts and nutrition information can be put together with the help of a workout tracking app that can import from several fitness apps, including MyFitnessPal. The user should be able to modify the views by sport, as well as overall mileage or other statistics that transfer across sports such as heart rate or total time. The data should be aggregated to show the total amount of time at different intensity zones. The user should be able to see a graph of their progress by pace or mileage, using a dropdown to switch between them. ",transformers,0.9693131446838379,0.669712263691551,0.9905906319618225,0.6599307656288147,0.1
"Write a workout tracking app that can import from several fitness apps including Strava, Polar Flow, MyFitnessPal to put together a dashboard of workouts and nutrition information. The user should be able to customise the views by sport as well as by overall mileage or other stats that transfer across sports such as heart rate or total time. Heart rate data should be aggregated to display the total amount of time at different intensity zones. The user should be able to see a graph of their overall progress by pace or by mileage using a dropdown to switch between them.","A dashboard of workouts and nutrition information can be put together with the help of a workout tracker app that can import from several fitness apps, such as MyFitnessPal. The user should be able to modify the views by sport, as well as by overall mileage or other metrics that transfer across sports such as heart rate or time. The data should be aggregated to show the total amount of time at different intensities. The user should be able to see a graph of their progress by pace or mileage, using a button to switch between them. ",transformers,0.9568570256233215,0.5864738471505005,0.9887557625770569,0.5765520334243774,0.1
"Write a workout tracking app that can import from several fitness apps including Strava, Polar Flow, MyFitnessPal to put together a dashboard of workouts and nutrition information. The user should be able to customise the views by sport as well as by overall mileage or other stats that transfer across sports such as heart rate or total time. Heart rate data should be aggregated to display the total amount of time at different intensity zones. The user should be able to see a graph of their overall progress by pace or by mileage using a dropdown to switch between them.","A dashboard of workouts and nutrition information can be put together with the help of a workout tracking app that can import from several fitness apps, such as My FitnessPal. The user should be able to modify the views by sport, as well as by overall mileage or other statistics that transfer across sports such as heart rate or time. aggregated heart rate data should show the total amount of time at different intensity zones. The user should be able to see a graph of their progress by pace or mileage, with the option to change it between them. ",transformers,0.9642910957336426,0.6158444808878609,0.9877671599388123,0.5962067246437073,0.1
"Write a workout tracking app that can import from several fitness apps including Strava, Polar Flow, MyFitnessPal to put together a dashboard of workouts and nutrition information. The user should be able to customise the views by sport as well as by overall mileage or other stats that transfer across sports such as heart rate or total time. Heart rate data should be aggregated to display the total amount of time at different intensity zones. The user should be able to see a graph of their overall progress by pace or by mileage using a dropdown to switch between them.","A dashboard of workouts and nutrition information can be put together with the help of a workout tracking app that can import from other fitness apps like MyFitnessPal. The user should be able to modify their views by sport, as well as by overall mileage or other metrics that transfer across sports such as heart rate or time. The total amount of time at different intensity zones should be shown in aggregated data. The user should be able to see a graph of their progress by pace or mileage, with the option to switch it between them. ",transformers,0.9617260098457336,0.5549790700019686,0.9886953830718994,0.53657066822052,0.1
"Write a workout tracking app that can import from several fitness apps including Strava, Polar Flow, MyFitnessPal to put together a dashboard of workouts and nutrition information. The user should be able to customise the views by sport as well as by overall mileage or other stats that transfer across sports such as heart rate or total time. Heart rate data should be aggregated to display the total amount of time at different intensity zones. The user should be able to see a graph of their overall progress by pace or by mileage using a dropdown to switch between them.","A dashboard of workouts and nutrition information can be put together with the help of a workout tracking app that can import from several fitness apps, such as MyFitnessPal. The user should be able to modify the views by sport, as well as by overall mileage or other metrics that transfer across sports such as heart rate or total time. The aggregated heart rate data should show the total amount of time at different intensity zones. The user should be able to see a graph of their progress by pace or mileage, with the option to switch between them. ",transformers,0.9621608853340149,0.6589932264938534,0.9893794059753418,0.6394612193107605,0.2
"Write a workout tracking app that can import from several fitness apps including Strava, Polar Flow, MyFitnessPal to put together a dashboard of workouts and nutrition information. The user should be able to customise the views by sport as well as by overall mileage or other stats that transfer across sports such as heart rate or total time. Heart rate data should be aggregated to display the total amount of time at different intensity zones. The user should be able to see a graph of their overall progress by pace or by mileage using a dropdown to switch between them.","A dashboard of workouts and nutrition information can be put together with the help of a workout tracking app that can import from several fitness apps, including MyFitnessPal. The user should be able to modify the views by sport, as well as by overall mileage or other statistics that transfer across sports such as heart rate or total time. The aggregated heart rate data should show the total amount of time at different intensities. The user should be able to see a graph of their progress by pace or mileage, using a dropdown to switch between them. ",transformers,0.9706739783287048,0.6536861585656343,0.9902859330177307,0.6340602040290833,0.2
"Write a workout tracking app that can import from several fitness apps including Strava, Polar Flow, MyFitnessPal to put together a dashboard of workouts and nutrition information. The user should be able to customise the views by sport as well as by overall mileage or other stats that transfer across sports such as heart rate or total time. Heart rate data should be aggregated to display the total amount of time at different intensity zones. The user should be able to see a graph of their overall progress by pace or by mileage using a dropdown to switch between them.","A dashboard of workouts and nutrition information can be put together with the help of a workout tracker app that can import from several fitness apps, such as MyFitnessPal. The user should be able to modify their views by sport, as well as by overall mileage or other metrics that transfer across sports such as heart rate or total time. The aggregated heart rate data should show the total amount of time at each intensity zone. The user should be able to see a graph of their progress by pace or mileage, using a button to switch between them. ",transformers,0.9670678973197937,0.5875731979502213,0.9888941645622253,0.5676910281181335,0.2
"Write a workout tracking app that can import from several fitness apps including Strava, Polar Flow, MyFitnessPal to put together a dashboard of workouts and nutrition information. The user should be able to customise the views by sport as well as by overall mileage or other stats that transfer across sports such as heart rate or total time. Heart rate data should be aggregated to display the total amount of time at different intensity zones. The user should be able to see a graph of their overall progress by pace or by mileage using a dropdown to switch between them.","A dashboard of workouts and nutrition information can be put together with the help of a workout tracking app that can import from several fitness apps, such as My FitnessPal. The user should be able to modify their views by sport, as well as by overall mileage or other statistics that transfer across sports such as heart rate or total time. aggregated heart rate data should show the total amount of time at different intensity zones. The user should be able to see a graph of their progress by pace or mileage, with the option to change it between them. ",transformers,0.9658780694007874,0.6254813029666013,0.9875810742378235,0.6060819029808044,0.2
"Write a workout tracking app that can import from several fitness apps including Strava, Polar Flow, MyFitnessPal to put together a dashboard of workouts and nutrition information. The user should be able to customise the views by sport as well as by overall mileage or other stats that transfer across sports such as heart rate or total time. Heart rate data should be aggregated to display the total amount of time at different intensity zones. The user should be able to see a graph of their overall progress by pace or by mileage using a dropdown to switch between them.","A dashboard of workouts and nutrition information can be put together with the help of a workout tracking app that can import from other fitness apps like MyFitnessPal. The user should be able to modify the views by sport, as well as overall mileage or other statistics that transfer across sports such as heart rate or total time. The total amount of time at different intensity zones should be shown in aggregated data. The user should be able to see a graph of their progress by pace or mileage, with the option to switch it between them. ",transformers,0.9639196395874023,0.5598662557481867,0.9887101054191589,0.5414713621139526,0.2
"Write a workout tracking app that can import from several fitness apps including Strava, Polar Flow, MyFitnessPal to put together a dashboard of workouts and nutrition information. The user should be able to customise the views by sport as well as by overall mileage or other stats that transfer across sports such as heart rate or total time. Heart rate data should be aggregated to display the total amount of time at different intensity zones. The user should be able to see a graph of their overall progress by pace or by mileage using a dropdown to switch between them.","A dashboard of workouts and nutrition information can be put together with the help of a workout tracking app that can import from several fitness apps, such as MyFitnessPal. The user should be able to modify the views by sport as well as by overall mileage or other metrics that transfer across sports such as heart rate or total time. The aggregated heart rate data should show the total amount of time at different intensity zones. The user should be able to see a graph of their progress by pace or mileage, with the option to switch between them. ",transformers,0.9655870795249939,0.675693689915811,0.9896321892738342,0.6562368869781494,0.3
"Write a workout tracking app that can import from several fitness apps including Strava, Polar Flow, MyFitnessPal to put together a dashboard of workouts and nutrition information. The user should be able to customise the views by sport as well as by overall mileage or other stats that transfer across sports such as heart rate or total time. Heart rate data should be aggregated to display the total amount of time at different intensity zones. The user should be able to see a graph of their overall progress by pace or by mileage using a dropdown to switch between them.","A dashboard of workouts and nutrition information can be put together with the help of a workout tracking app that can import from several fitness apps, including MyFitnessPal. The user should be able to modify the views by sport as well as by overall mileage or other statistics that transfer across sports such as heart rate or total time. The aggregated heart rate data should show the total amount of time at different intensities. The user should be able to see a graph of their progress by pace or mileage, using a dropdown to switch between them. ",transformers,0.9741328358650208,0.6705643179379727,0.9905829429626465,0.651029646396637,0.3
"Write a workout tracking app that can import from several fitness apps including Strava, Polar Flow, MyFitnessPal to put together a dashboard of workouts and nutrition information. The user should be able to customise the views by sport as well as by overall mileage or other stats that transfer across sports such as heart rate or total time. Heart rate data should be aggregated to display the total amount of time at different intensity zones. The user should be able to see a graph of their overall progress by pace or by mileage using a dropdown to switch between them.","A dashboard of workouts and nutrition information can be put together with the help of a workout tracker app that can import from several fitness apps, such as MyFitnessPal. The user should be able to modify the views by sport as well as by overall mileage or other data that transfers across sports such as heart rate or total time. The aggregated heart rate data should show the total amount of time at each intensity zone. The user should be able to see a graph of their progress by pace or mileage, using a button to switch between them. ",transformers,0.964396059513092,0.5954117269062146,0.9894603490829468,0.5756396651268005,0.3
