phrase,model,temperature,repetition_penalty,top_p,avg_bleu,avg_rougel,avg_semantic_similarity,diversity_between_paraphrases,success,error
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",t5-base,1.0,4.0,0.75,0.301517468796917,0.48614640048396857,0.8922954797744751,0.93993446326496,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",t5-base,1.0,4.0,0.85,0.2385740270299551,0.34591464557957063,0.8204097270965576,0.8727312332106987,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",t5-base,1.0,4.0,0.95,0.24731393003848465,0.43076923076923074,0.8384820580482483,0.9527833452971924,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,1.0,0.75,0.8688335421278269,0.9596451914098972,0.969725489616394,0.782979813886624,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,1.0,0.85,0.8688335421278269,0.9596451914098972,0.969725489616394,0.782979813886624,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,1.0,0.95,0.8856851797834044,0.9650420168067229,0.9715139389038085,0.80916198867071,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,2.0,0.75,0.7168876622298214,0.8491634491634491,0.9395058751106262,0.8282614005949996,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,2.0,0.85,0.7168876622298214,0.8491634491634491,0.9395058751106262,0.8282614005949996,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,2.0,0.95,0.7165626616107741,0.8332904332904334,0.9351686835289001,0.8545050711843789,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,3.0,0.75,0.7168876622298214,0.8491634491634491,0.9395058751106262,0.8282614005949996,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,3.0,0.85,0.7168876622298214,0.8491634491634491,0.9395058751106262,0.8282614005949996,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,3.0,0.95,0.7168876622298214,0.8491634491634491,0.9395058751106262,0.8282614005949996,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,4.0,0.75,0.6391003823933861,0.8290862290862291,0.9094709753990173,0.7695945822048809,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,4.0,0.85,0.6391003823933861,0.8290862290862291,0.9094709753990173,0.7695945822048809,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,4.0,0.95,0.694923011368748,0.8444015444015445,0.9298974990844726,0.8207999277673453,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,1.0,0.75,0.8856851797834044,0.9650420168067229,0.9715139389038085,0.80916198867071,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,1.0,0.85,0.8856851797834044,0.9650420168067229,0.9715139389038085,0.80916198867071,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,1.0,0.95,0.9178742269729383,0.9831746031746033,0.9792590975761414,0.8632968024738732,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,2.0,0.75,0.7165626616107741,0.8332904332904334,0.9351686835289001,0.8545050711843789,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,2.0,0.85,0.7165626616107741,0.8332904332904334,0.9351686835289001,0.8545050711843789,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,2.0,0.95,0.6101378537309703,0.7422222222222221,0.8839972376823425,0.589565368097826,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,3.0,0.75,0.7168876622298214,0.8491634491634491,0.9395058751106262,0.8282614005949996,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,3.0,0.85,0.7168876622298214,0.8491634491634491,0.9395058751106262,0.8282614005949996,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,3.0,0.95,0.49480244389057865,0.6965079365079365,0.8549650311470032,0.6104259685605563,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,4.0,0.75,0.694923011368748,0.8444015444015445,0.9298974990844726,0.8207999277673453,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,4.0,0.85,0.694923011368748,0.8444015444015445,0.9298974990844726,0.8207999277673453,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,4.0,0.95,0.6578615505876129,0.651951951951952,0.8568628191947937,0.7503271656777201,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,1.0,0.75,0.8704640366182076,0.9596451914098972,0.9706782937049866,0.795674436795038,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,1.0,0.85,0.9178742269729383,0.9831746031746033,0.9792590975761414,0.8632968024738732,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,1.0,0.95,0.8623578061391374,0.9650420168067226,0.9698623657226563,0.8151995663959584,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,2.0,0.75,0.6101378537309703,0.7422222222222221,0.8839972376823425,0.589565368097826,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,2.0,0.85,0.6101378537309703,0.7422222222222221,0.8839972376823425,0.589565368097826,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,2.0,0.95,0.6101378537309703,0.7422222222222221,0.8839972376823425,0.589565368097826,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,3.0,0.75,0.49480244389057865,0.6965079365079365,0.8549650311470032,0.6104259685605563,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,3.0,0.85,0.49480244389057865,0.6965079365079365,0.8549650311470032,0.6104259685605563,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,3.0,0.95,0.4802104418254595,0.6704761904761904,0.8551028490066528,0.8928918169093654,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,4.0,0.75,0.6578615505876129,0.651951951951952,0.8568628191947937,0.7503271656777201,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,4.0,0.85,0.6578615505876129,0.651951951951952,0.8568628191947937,0.7503271656777201,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,4.0,0.95,0.6033729214678043,0.70856646119804,0.8424484133720398,0.7395917283736315,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,1.0,0.75,0.9178742269729383,0.9831746031746033,0.9792590975761414,0.8632968024738732,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,1.0,0.85,0.9178742269729383,0.9831746031746033,0.9792590975761414,0.8632968024738732,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,1.0,0.95,0.9178742269729383,0.9831746031746033,0.9792590975761414,0.8632968024738732,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,2.0,0.75,0.6950112545914511,0.7796825396825396,0.9027245759963989,0.8911388606280471,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,2.0,0.85,0.6537090654189255,0.8044444444444444,0.8956558704376221,0.8002782967197734,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,2.0,0.95,0.6946951665843455,0.7755555555555554,0.9019620656967163,0.8723027654942671,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,3.0,0.75,0.5583226846765219,0.7502151775835986,0.8535441756248474,0.868773764232213,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,3.0,0.85,0.49458145602334636,0.6926984126984126,0.8556529641151428,0.6290749789430756,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,3.0,0.95,0.6692372452823822,0.7755555555555556,0.8916620373725891,0.8323252920395918,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,4.0,0.75,0.47528191255637886,0.7402402402402402,0.8517396092414856,0.5504754291311762,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,4.0,0.85,0.6578615505876129,0.651951951951952,0.8568628191947937,0.7503271656777201,True,
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,4.0,0.95,0.6305276203615596,0.6093883357041252,0.8572391867637634,0.7881871353857625,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,1.0,0.75,0.6329246316021977,0.906151109555886,0.8929256081581116,0.9112178798108739,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,1.0,0.85,0.6329246316021977,0.906151109555886,0.8929256081581116,0.9112178798108739,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,1.0,0.95,0.6329246316021977,0.906151109555886,0.8929256081581116,0.9112178798108739,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,2.0,0.75,0.6777230291418703,0.9248861283643892,0.887951135635376,0.9211149494786296,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,2.0,0.85,0.6777230291418703,0.9248861283643892,0.887951135635376,0.9211149494786296,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,2.0,0.95,0.6777230291418703,0.9248861283643892,0.887951135635376,0.9211149494786296,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,3.0,0.75,0.7683328478807283,0.9208866155157717,0.9329686164855957,0.9080612093935156,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,3.0,0.85,0.7683328478807283,0.9208866155157717,0.9329686164855957,0.9080612093935156,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,3.0,0.95,0.7721893597017682,0.9294117647058824,0.9391578793525696,0.9120862865438664,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,4.0,0.75,0.7420014076015743,0.9189507010402533,0.9298129916191101,0.8865213525946543,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,4.0,0.85,0.7420014076015743,0.9189507010402533,0.9298129916191101,0.8865213525946543,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,4.0,0.95,0.7420014076015743,0.9189507010402533,0.9298129916191101,0.8865213525946543,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,1.0,0.75,0.6329246316021977,0.906151109555886,0.8929256081581116,0.9112178798108739,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,1.0,0.85,0.6329246316021977,0.906151109555886,0.8929256081581116,0.9112178798108739,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,1.0,0.95,0.7264697426961608,0.9588235294117646,0.9165253281593323,0.9591030886692904,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,2.0,0.75,0.6777230291418703,0.9248861283643892,0.887951135635376,0.9211149494786296,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,2.0,0.85,0.7413649706797125,0.9222360248447206,0.9166740894317627,0.8847859107277053,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,2.0,0.95,0.7264697426961607,0.9588235294117646,0.9152706742286683,0.9591030886692904,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,3.0,0.75,0.7721893597017682,0.9294117647058824,0.9391578793525696,0.9120862865438664,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,3.0,0.85,0.7721893597017682,0.9294117647058824,0.9391578793525696,0.9120862865438664,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,3.0,0.95,0.82235064470086,0.9611940298507463,0.9423343420028687,0.9175893079228319,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,4.0,0.75,0.7420014076015743,0.9189507010402533,0.9298129916191101,0.8865213525946543,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,4.0,0.85,0.7420014076015743,0.9189507010402533,0.9298129916191101,0.8865213525946543,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,4.0,0.95,0.7679440145936729,0.9333333333333333,0.9342598915100098,0.9195345831707895,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,1.0,0.75,0.6659373368256946,0.9143603650890851,0.914640212059021,0.9128585605711722,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,1.0,0.85,0.7264697426961608,0.9588235294117646,0.9165253281593323,0.9591030886692904,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,1.0,0.95,0.7264697426961608,0.9588235294117646,0.9165253281593323,0.9591030886692904,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,2.0,0.75,0.7488543305771215,0.924964072585556,0.9212137460708618,0.8498736033699549,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,2.0,0.85,0.7264697426961607,0.9588235294117646,0.9152706742286683,0.9591030886692904,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,2.0,0.95,0.7264697426961607,0.9588235294117646,0.9152706742286683,0.9591030886692904,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,3.0,0.75,0.7105356055407809,0.9186700767263428,0.9077152132987976,0.8429034063975687,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,3.0,0.85,0.8191475443582513,0.9671641791044777,0.9487677574157715,0.952130555051814,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,3.0,0.95,0.8191475443582513,0.9671641791044777,0.9487677574157715,0.952130555051814,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,4.0,0.75,0.7420014076015743,0.9189507010402533,0.9298129916191101,0.8865213525946543,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,4.0,0.85,0.7679440145936729,0.9333333333333333,0.9342598915100098,0.9195345831707895,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,4.0,0.95,0.7214700923005107,0.9249208502939845,0.9116470813751221,0.8666159763498433,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,1.0,0.75,0.7264697426961608,0.9588235294117646,0.9165253281593323,0.9591030886692904,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,1.0,0.85,0.7264697426961608,0.9588235294117646,0.9165253281593323,0.9591030886692904,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,1.0,0.95,0.7264697426961608,0.9588235294117646,0.9165253281593323,0.9591030886692904,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,2.0,0.75,0.7264697426961607,0.9588235294117646,0.9152706742286683,0.9591030886692904,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,2.0,0.85,0.7264697426961607,0.9588235294117646,0.9152706742286683,0.9591030886692904,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,2.0,0.95,0.7264697426961607,0.9588235294117646,0.9152706742286683,0.9591030886692904,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,3.0,0.75,0.82235064470086,0.9611940298507463,0.9423343420028687,0.9175893079228319,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,3.0,0.85,0.8361599248520182,0.973134328358209,0.9594492673873901,0.9462061186455658,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,3.0,0.95,0.7721893597017682,0.9294117647058824,0.9391578793525696,0.9120862865438664,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,4.0,0.75,0.7637048635371538,0.9272727272727274,0.9355352759361267,0.93193396719561,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,4.0,0.85,0.7214700923005107,0.9249208502939845,0.9116470813751221,0.8666159763498433,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,4.0,0.95,0.7679440145936729,0.9333333333333333,0.9342598915100098,0.9195345831707895,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,1.0,0.75,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,1.0,0.85,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,1.0,0.95,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,2.0,0.75,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,2.0,0.85,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,2.0,0.95,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,3.0,0.75,0.969809043792672,0.987784156142365,0.9932923197746277,0.941712176407363,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,3.0,0.85,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,3.0,0.95,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,4.0,0.75,0.969809043792672,0.987784156142365,0.9932923197746277,0.941712176407363,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,4.0,0.85,0.969809043792672,0.987784156142365,0.9932923197746277,0.941712176407363,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,4.0,0.95,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,1.0,0.75,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,1.0,0.85,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,1.0,0.95,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,2.0,0.75,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,2.0,0.85,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,2.0,0.95,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,3.0,0.75,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,3.0,0.85,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,3.0,0.95,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,4.0,0.75,0.969809043792672,0.987784156142365,0.9932923197746277,0.941712176407363,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,4.0,0.85,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
